timestamp,market_trend,market_breadth,market_cycle,market_volatility,y_continuous,y_binary
2016-09-13,-1.1715286654009036,-1.2548548459626685,0.0532717910299582,0.7000982255146374,1.0,1
2016-09-14,-1.2660628112166097,-0.992696195831824,0.2211661288599184,-0.3391605332318206,1.0,1
2016-09-15,-1.4698524226931056,-1.242184511200768,-0.4004085112355692,-0.2034758086010065,1.0,1
2016-09-16,-1.7803247723992677,-1.6124567914486814,-0.265764106237963,-0.3316132239050175,1.0,1
2016-09-19,-1.9721036793527824,-1.7205702536943086,-0.4157367936038133,-0.7211290871394506,1.0,1
2016-09-20,-1.5427474346826944,-1.449870040614796,-0.5836191800670908,-0.8418992053172595,1.0,1
2016-09-21,-1.266345187208695,-0.9314829473726608,-0.1401302135066089,-0.7098486151589529,1.0,1
2016-09-22,-1.0872484932879445,-0.9277712637881584,-0.0623889171778575,-0.4427351069305882,1.0,1
2016-09-23,-0.707818981821891,-0.924114265701766,-0.1588318730259141,-0.1169408178419487,1.0,1
2016-09-26,-0.7398248885324192,-0.9205106453798588,-0.255180029326742,-0.0899833842472726,1.0,1
2016-09-27,-0.6534105213040354,-0.9169591381683616,0.2742483283022665,0.1835023935846324,1.0,1
2016-09-28,-0.4563847140181716,-0.6551014171457107,0.2529221824114503,0.4988968134653301,1.0,1
2016-09-29,-0.3888199359887546,-0.5246307000448873,0.5662319583819332,0.6354588739916998,1.0,1
2016-09-30,-0.3601147950223116,-0.2641584326683507,0.6403050213440123,0.8903686637709584,1.0,1
2016-10-03,-0.4052203502194462,-0.3983030026579159,0.811342495667076,1.1448086185075692,1.0,1
2016-10-04,-0.4902245891520429,-0.5438020046924628,0.6726060877128708,1.23606184103124,1.0,1
2016-10-05,-0.8601982271806893,-0.7845442866007121,0.2525222851660711,1.2269928444955578,1.0,1
2016-10-06,-0.6742713525447779,-0.4209068509525951,0.2509658016091188,0.5611399985242111,1.0,1
2016-10-07,-0.3515845250078356,-0.3012337319779738,-0.0245786880970692,0.7051318986118579,1.0,1
2016-10-10,-0.4051402286287096,-0.1820211686652309,0.1040799327198041,0.6590247601449387,1.0,1
2016-10-11,-0.9010358722159152,-0.4301451774324853,-0.0258364542045114,0.8005203164563705,1.0,1
2016-10-12,-0.6506708254409792,0.059506273079567,0.0484920714918223,-0.0863352577729828,1.0,1
2016-10-13,-0.5593060866787682,0.1769850571205329,-0.2876962457294282,0.0829875888963632,1.0,1
2016-10-14,-0.2805762852761355,0.0467077365311611,-0.04247872607423,0.3943383085389413,1.0,1
2016-10-17,-0.3231417121934458,0.0412370683528222,0.2968023901623813,0.4458054739980186,1.0,1
2016-10-18,-0.5916668016191765,0.0358294958099614,-0.1782102284575393,0.6469711850003492,1.0,1
2016-10-19,-0.7027922530901489,-0.2197478285606988,0.0129442261252165,0.3519533176241647,0.0,0
2016-10-20,-0.6082707567384944,0.1538532315621636,-0.1211051708581356,0.4039915887586996,0.0,0
2016-10-21,-0.7723598332623941,-0.1045733124748691,-0.5426051137298912,0.6696466119431088,0.0,0
2016-10-24,-1.0663446765418223,-0.488551784320397,-0.7876510729179055,0.563401338012729,0.0,0
2016-10-25,-1.445373707090383,-0.9970366040161822,-0.9899799366115316,0.1692827380277278,0.0,0
2016-10-26,-1.7312682339936178,-1.873431343102884,-1.054679226221544,-0.4046144419107658,0.0,0
2016-10-27,-1.819083928981629,-1.6025109183645363,-1.192365208570258,-0.7316770431649259,0.0,0
2016-10-28,-1.7405554014320817,-1.587861678426166,-1.4902247781757552,-0.6210657265988639,0.0,0
2016-10-31,-1.3704308791026922,-1.0724756045832298,-1.55268705162759,-0.1971567806483418,0.0,0
2016-11-01,-1.679864557112805,-1.4445768849932876,-1.1411664084200592,-0.1005109829852857,0.0,0
2016-11-02,-1.6686724885943416,-1.3080364853038275,-1.1987557124537531,-0.5524554743416615,0.0,0
2016-11-03,-2.002312065323969,-1.6750311560626423,-1.7339702610477747,-0.2574793609142599,0.0,0
2016-11-04,-2.155565516385926,-2.03016581947493,-1.6921364144631563,-0.8265087971787228,0.0,0
2016-11-07,-2.1536666890383684,-2.003518114600536,-1.9062836316040552,-0.9329958077787058,0.0,0
2016-11-08,-1.7569212873861502,-1.4865818471502397,-1.0396990260051393,-0.6956008862975658,0.0,0
2016-11-09,-1.6865049904612832,-1.3509915731449729,-0.8362771424970998,-0.5348319739776629,0.0,0
2016-11-10,-2.139786325950784,-2.0788352903211327,-1.3782802013270412,-0.1304122214985337,0.0,0
2016-11-11,-1.2884043462844814,-1.5635313866027358,-0.5827205335515597,-1.1636186408789213,0.0,0
2016-11-14,-1.2501496148332991,-1.5501348199237508,-0.7866696628462871,-1.594560047405241,0.0,0
2016-11-15,-1.3960402988131229,-1.7811759838518717,-0.9002871501051541,-1.0326379976306497,0.0,0
2016-11-16,-1.3782938680095822,-2.124671697125164,-0.787146883176808,-0.9793046601235054,0.0,0
2016-11-17,-1.253444830000051,-1.6143341441259365,-0.2223141251666171,-0.5724709899570918,0.0,0
2016-11-18,-1.3418395110174972,-1.235784610858003,-0.3439634062584468,-0.1260004709628977,0.0,0
2016-11-21,-1.4201451643992982,-1.471794348997832,-0.5704046518584194,-0.0790757284255827,0.0,0
2016-11-22,-1.272101173788278,-1.5816230889059328,-0.4605791580719279,-0.0303510564513776,0.0,0
2016-11-23,-1.0433914902854922,-1.2038938629244806,-0.067636006040456,0.3144477596709412,0.0,0
2016-11-24,-0.9043008302458468,-1.0749237476953457,0.591861177124826,0.4885646683811742,0.0,0
2016-11-25,-0.8099186073022624,-1.0697608635323734,0.4102511484591277,0.7445864181641425,0.0,0
2016-11-28,-0.9932861135499276,-1.6748507970401467,-0.0043119227818898,1.0132759964312898,0.0,0
2016-11-29,-1.5530076791925258,-1.9006064250138,-0.2744126114948752,0.6963389054915663,0.0,0
2016-11-30,-1.8096919437149148,-2.3547232608971327,-0.6152200858504214,-0.7757408886894687,0.0,0
2016-12-01,-1.6164184438637794,-1.8452308821049088,-0.1951320107586459,-1.147576835924469,0.0,0
2016-12-02,-1.4918080464602006,-2.1788303999214604,0.1154611342905067,-0.6648892516635049,0.0,0
2016-12-05,-1.5324088570229215,-2.148210198324765,-0.0494559842383987,-0.1744602810888476,0.0,0
2016-12-06,-1.6390957903956738,-1.652494741199105,-0.488985414582654,-0.0612812994360729,1.0,1
2016-12-07,-2.1173766749290603,-2.3333338194040723,-1.157823657033895,-0.1531803804737506,1.0,1
2016-12-08,-2.067805248044469,-2.410115468519806,-1.3740633190315237,-1.437758534518757,1.0,1
2016-12-09,-1.871629028444796,-2.1445614127985397,-1.3867834042129144,-1.0319732842729634,1.0,1
2016-12-12,-1.9329320409811552,-2.3394317343717543,-1.3113969305281743,-0.5372563955246733,1.0,1
2016-12-13,-2.4232921087519297,-2.6324665567550958,-1.2214673335755328,-0.5302683955270919,1.0,1
2016-12-14,-2.677286280335562,-3.0,-1.4114721203294809,-2.009443296042768,1.0,1
2016-12-15,-1.9944779297657824,-2.8188399039267664,-1.250286680034965,-2.5471954442850664,1.0,1
2016-12-16,-1.937752168955725,-2.4454803775622187,-1.1462764266617698,-2.5234742583181955,1.0,1
2016-12-19,-1.6240758416576495,-2.4032538507304637,-0.8561273633914583,-1.908793591848713,1.0,1
2016-12-20,-1.218393423856125,-1.8458711960842555,-0.2391677358516664,-1.4832240496220626,1.0,1
2016-12-21,-1.342524940895107,-2.033067823852268,0.0960255205776491,-1.3096700374528245,1.0,1
2016-12-22,-1.2074846255654357,-2.0073235915680163,0.0606095481728189,-1.2595763596949108,1.0,1
2016-12-23,-1.3127593833394036,-2.388377539191539,-0.0279590817210291,-0.7094737700539405,1.0,1
2016-12-26,-1.3351935483366857,-2.348637272005033,-0.3296531747844495,-0.703742122982067,1.0,1
2016-12-27,-1.393403995053467,-2.409361907474599,0.3857921385793866,-0.477047720469311,1.0,1
2016-12-28,-1.2880606114397155,-2.1724303313162308,0.954135608858568,-0.3963678042463022,1.0,1
2016-12-29,-1.1351828690350156,-2.141491457142645,0.7518468664107285,0.0853588496526868,1.0,1
2016-12-30,-1.0245905898562604,-1.9168815541004345,0.9429634083193004,0.4117477827435936,1.0,1
2017-01-03,-0.937846577896028,-1.5033132837311638,1.0068795699215771,0.7472322966872927,1.0,1
2017-01-04,-0.6894154489948948,-0.7692596137172389,1.034230734177477,1.0628213008885927,1.0,1
2017-01-05,-0.594820904429912,-0.9856505048716684,1.6781491664287165,1.0564306889622197,1.0,1
2017-01-06,-0.5337115358806932,-1.012976861615595,1.0583924513468772,1.2821594486538035,1.0,1
2017-01-09,-0.5683319293714051,-0.8974175852992512,0.8361342641592058,1.5126439553649509,1.0,1
2017-01-10,-0.5112584668936717,-0.342423159439888,1.0568789564521242,1.461560529845453,1.0,1
2017-01-11,-0.5486706705099987,-0.9340224546313528,1.214077783215652,1.5207239407531077,1.0,1
2017-01-12,-0.3208088418616047,-0.9551880314977038,1.4204123154759432,1.5207239407531077,1.0,1
2017-01-13,-0.2413118677201797,-0.6080192288490387,1.139374547216509,1.4828566160277064,1.0,1
2017-01-16,-0.2719135990339326,-0.620363058458957,1.2896475544148804,1.5207239407531077,1.0,1
2017-01-17,-0.6075791899593769,-1.1220684124182585,1.1431830961196583,1.5207239407531077,1.0,1
2017-01-18,-0.5885380876454055,-0.7725343506441533,0.6905628272079987,0.5537970574598811,1.0,1
2017-01-19,-0.7608809103841058,-0.9258743131004143,0.3910615859112391,0.788761841720681,1.0,1
2017-01-20,-0.8734051714354918,-1.7219793737556994,0.3150997177903209,0.4740079892468316,1.0,1
2017-01-23,-0.6637333076544655,-1.6297377725483089,0.6068862791786186,0.3392295182345438,1.0,1
2017-01-24,-0.6793945302297519,-1.9416784440224255,0.2722168934740173,0.4624965992296271,1.0,1
2017-01-25,-0.2686820400417137,-0.8644603003146504,0.582204719267876,0.6793023332184372,1.0,1
2017-02-02,0.0437635969148087,-0.5930483957573178,0.8686329116910123,0.3808442384604014,1.0,1
2017-02-03,0.2596898652741653,-0.6110332852768037,0.9136262424179749,0.3079785125252382,1.0,1
2017-02-06,0.1068811318542669,-0.0346873086904424,0.6692506084359083,0.4027160642273414,1.0,1
2017-02-07,0.1601952662460656,0.105930815858121,0.7353483412931413,0.2917730134962517,1.0,1
2017-02-08,0.1828755573212079,0.2481124390962804,0.6384541217801648,0.692810130585511,1.0,1
2017-02-09,0.3875476005495971,0.3980622684893816,0.9370237111045766,1.0967658649886751,1.0,1
2017-02-10,0.4161988837778383,0.5507145880086423,1.0501573506416952,1.1003535502073691,1.0,1
2017-02-13,0.5322706358697051,0.5495269370389444,1.2990337150653577,1.4247028457111082,1.0,1
2017-02-14,0.8791659466199995,1.3598699341471847,1.5865167302343026,1.5207239407531077,1.0,1
2017-02-15,0.8160616189034227,1.0258782776835138,1.5201336864388222,1.126141960956086,1.0,1
2017-02-16,0.9862256069075054,1.5128691042068672,1.4734163364337096,1.3015024624491318,1.0,1
2017-02-17,0.8737644481597746,1.0054215372708668,1.096683364407041,1.2782624592389216,1.0,1
2017-02-20,1.015681123562604,0.9998996062079823,1.2796144582482143,1.2700728187472408,1.0,1
2017-02-21,1.321829191281518,1.662037617680385,1.5823800586206656,1.306495533899265,1.0,1
2017-02-22,1.4746922280748211,1.4783248700214893,1.2444971140997567,0.9847248699250928,1.0,1
2017-02-23,1.388341210551025,1.7972405298236092,0.9670881549803422,1.0009981796058711,1.0,1
2017-02-24,1.3364141120926978,1.277466694073344,0.9060914598302692,1.164448627694192,1.0,1
2017-02-27,1.133237581705952,0.7671273782583503,0.5570598603685786,1.4189124160937887,1.0,1
2017-02-28,1.1843455454151988,0.9308752805218684,0.4709235642950392,1.0810470032568062,1.0,1
2017-03-01,0.8834866042964441,0.7532809808782649,0.2243785955016489,1.2849372963828438,1.0,1
2017-03-02,0.703007474772082,0.920399114822779,-0.036242419604686,0.5732569631156013,1.0,1
2017-03-03,0.6270950655437056,0.5700792519602975,-0.1330983860003033,0.38048209941071,1.0,1
2017-03-06,0.6148506201846516,1.086417310131785,-0.2452758098743285,0.5519221534663094,1.0,1
2017-03-07,0.7575092725066384,1.0927185816678258,-0.4852651939462909,0.8864481242707891,1.0,1
2017-03-08,0.942550200659996,1.0925454743586902,-0.3843684681697642,1.0085267645222795,1.0,1
2017-03-09,1.0720654642683578,1.434348899769676,-0.605948340105169,1.0234708334708615,1.0,1
2017-03-10,1.0110074224309964,1.2553659729519535,-0.5199424298470942,1.1318953902723283,1.0,1
2017-03-13,0.9132704376758648,1.078424206989112,-0.531074396227336,1.3021193684305243,1.0,1
2017-03-14,0.7907463357413819,0.908969350987095,-0.4940975944312093,1.3221160662912006,1.0,1
2017-03-15,0.8136147005041857,1.092408843383045,-0.3777107731632569,1.2097783590491844,1.0,1
2017-03-16,0.788453918064996,0.7462848490583511,-0.6134596336268262,1.5042638839800584,1.0,1
2017-03-17,1.1300389721080903,1.0945652199848304,-0.1834423715973809,1.5207239407531077,1.0,1
2017-03-20,1.1243586107343406,1.260526708776512,0.0558070882838637,1.2600533600818002,1.0,1
2017-03-21,1.3974322762426856,1.945605729748344,0.315922920244696,1.5207239407531077,1.0,1
2017-03-22,1.4513121086021912,1.7480156094912755,0.467732894209437,1.2615155241686296,1.0,1
2017-03-23,1.0728097119640023,1.378956845568739,0.1315026486873753,1.3912165676097257,1.0,1
2017-03-24,1.2940551151031638,1.691128172628642,0.342931421522036,0.475970445199792,1.0,1
